"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","88218","4","3.5","1","2.77","0.1266","4.98","8","115.12","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","89073","4","4.0","1","2.08","0.015","5.28","6","191.44","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0","0","5","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","5","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","95166","3","4.0","1","2.71","0.0359","4.71","28","122.88","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","12","0","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","95307","4","3.5","1","2.4","0.1149","4.93","1","139.7","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0","0","29","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","27","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","97247","2","3.5","1","2.83","0.0145","4.68","32","115.12","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","NULL","0","0","5","NULL","NULL","NULL","1","1","9","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","5","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","107872","2","3.5","1","2.71","0.0465","4.44","12","128.06","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","23","0","0","10","NULL","NULL","NULL","1","-1","3","NULL","NULL","NULL","NULL","NULL","NULL","0","0","14","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","111000","3","4.5","1","2.2","0.0164","5.02","24","181.09","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","111106","3","2.5","1","0.69","0.0071","4.67","37","120.29","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","114766","2","3.5","1","1.61","0.0052","4.67","33","104.77","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"1","2013-04-04 08:32:15","12","187","NULL","NULL","219","122844","3","4.5","1","2.3","0.0032","5.46","29","190.14","0","23246","1","0","4","0","1","1","NULL","NULL","1","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","3625","4","4.0","0","3.22","0.2544","5.98","21","295.0","0","12588","2","46","1","0","1","1","NULL","238.35","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","11622","4","4.0","0","2.71","NULL","5.64","36","299.0","0","12588","2","46","1","0","1","1","NULL","238.34","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","11826","5","4.5","1","3.22","0.1924","6.1","22","373.0","1","12588","2","46","1","0","1","1","NULL","238.33","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","22824","3","4.0","0","3.26","0.3729","5.74","4","329.0","0","12588","2","46","1","0","1","1","NULL","238.29","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","37581","5","4.5","0","3.09","0.2508","6.21","26","600.0","0","12588","2","46","1","0","1","1","NULL","238.35","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","39993","4","4.0","1","3.09","0.1692","5.69","3","365.0","0","12588","2","46","1","0","1","1","NULL","237.94","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","46162","4","4.5","0","3.26","0.3582","5.73","24","331.0","1","12588","2","46","1","0","1","1","NULL","238.32","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","49152","4","4.5","1","3.09","0.1417","5.92","9","329.0","0","12588","2","46","1","0","1","1","NULL","238.3","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","56063","4","4.5","0","3.26","0.3246","5.91","18","259.0","0","12588","2","46","1","0","1","1","NULL","238.33","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","56472","4","4.5","1","1.1","0.0149","5.55","10","335.0","0","12588","2","46","1","0","1","1","NULL","238.54","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","58696","0","4.5","0","1.61","0.0823","5.39","29","219.0","0","12588","2","46","1","0","1","1","NULL","236.91","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","64344","4","3.0","1","1.79","NULL","5.79","31","267.0","0","12588","2","46","1","0","1","1","NULL","238.4","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","65984","2","3.5","0","3.09","0.223","5.08","25","194.0","0","12588","2","46","1","0","1","1","NULL","238.31","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","71258","1","2.0","0","0.69","0.0131","4.29","19","70.0","0","12588","2","46","1","0","1","1","NULL","236.59","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","75491","2","3.5","0","3.22","0.3696","5.52","8","189.0","0","12588","2","46","1","0","1","1","NULL","238.3","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","81172","0","4.0","0","0.69","NULL","5.56","33","289.0","0","12588","2","46","1","0","1","1","NULL","234.51","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","83045","3","3.5","0","3.26","0.3431","5.6","2","219.0","0","12588","2","46","1","0","1","1","NULL","238.33","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","83430","4","4.5","0","2.77","0.0362","5.85","27","405.0","0","12588","2","46","1","0","1","1","NULL","238.4","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","83806","4","4.0","1","3.18","0.3483","5.92","6","330.0","0","12588","2","46","1","0","1","1","NULL","238.29","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","85567","2","4.0","1","0.69","0.0408","5.14","7","135.0","0","12588","2","46","1","0","1","1","NULL","236.0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","85742","3","4.0","0","1.1","NULL","5.36","30","169.0","1","12588","2","46","1","0","1","1","NULL","234.1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","89119","4","4.5","1","3.18","0.2742","5.6","14","255.0","1","12588","2","46","1","0","1","1","NULL","238.06","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","97099","4","4.0","1","3.22","0.3611","6.04","13","408.0","0","12588","2","46","1","0","1","1","NULL","238.3","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","109185","4","4.5","1","3.18","0.3138","6.08","20","323.0","1","12588","2","46","1","0","1","1","NULL","238.28","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","110813","2","4.0","0","2.4","NULL","5.14","32","139.0","1","12588","2","46","1","0","1","1","NULL","233.87","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","116696","2","4.0","0","2.4","NULL","5.12","35","139.0","0","12588","2","46","1","0","1","1","NULL","238.43","1","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","125069","3","4.0","1","1.61","0.0969","5.28","1","159.0","1","12588","2","46","1","0","1","1","NULL","236.91","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","127808","2","2.5","0","3.0","0.0457","5.25","15","79.0","0","12588","2","46","1","0","1","1","NULL","237.73","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","129278","3","3.5","0","1.79","NULL","4.82","34","160.0","0","12588","2","46","1","0","1","1","NULL","238.38","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","134162","5","4.5","0","3.09","0.2677","6.14","12","525.0","0","12588","2","46","1","0","1","1","NULL","238.34","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","137826","2","3.0","0","3.26","0.3147","5.25","28","181.0","0","12588","2","46","1","0","1","1","NULL","238.21","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"4","2012-12-31 08:59:22","5","219","NULL","NULL","219","139893","2","3.0","1","1.61","0.0309","5.25","16","129.0","0","12588","2","46","1","0","1","1","NULL","236.14","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","0"
"6","2013-06-05 12:27:51","14","100","NULL","NULL","100","10759","0","2.0","0","1.95","NULL","0.0","4","97.63","0","21106","1","5","2","0","1","0","NULL","652.84","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"6","2013-06-05 12:27:51","14","100","NULL","NULL","100","22135","0","5.0","0","1.95","NULL","0.0","6","115.03","0","21106","1","5","2","0","1","0","NULL","652.84","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"6","2013-06-05 12:27:51","14","100","NULL","NULL","100","52376","2","0.0","1","1.95","NULL","0.0","2","86.03","0","21106","1","5","2","0","1","0","NULL","652.85","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"6","2013-06-05 12:27:51","14","100","NULL","NULL","100","104251","3","4.0","1","1.95","NULL","0.0","1","145.0","0","21106","1","5","2","0","1","0","NULL","652.84","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","162.38","1"
"6","2013-06-05 12:27:51","14","100","NULL","NULL","100","118866","2","4.5","1","1.95","NULL","0.0","3","183.66","0","21106","1","5","2","0","1","0","NULL","652.78","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","0"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","10250","3","3.5","1","1.39","0.0321","4.64","15","82.0","0","7082","1","0","1","0","1","0","NULL","5.4","0","NULL","NULL","NULL","0","0","NULL","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","13252","4","4.5","1","0.0","NULL","5.49","19","160.0","1","7082","1","0","1","0","1","0","NULL","3.98","0","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","1","0","42","NULL","NULL","NULL","NULL","NULL","NULL","1","0","43","0","NULL","0"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","22756","4","4.0","1","2.83","0.2251","5.11","10","259.0","0","7082","1","0","1","0","1","0","NULL","4.41","0","NULL","NULL","NULL","0","0","NULL","-1","0","7","NULL","NULL","NULL","0","0","7","NULL","NULL","NULL","NULL","NULL","NULL","-1","0","7","0","NULL","0"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","27669","3","3.5","1","3.0","0.2107","4.62","16","85.0","0","7082","1","0","1","0","1","0","NULL","4.17","0","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","1","96.41","1"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","30630","3","4.0","1","0.0","NULL","4.81","20","109.0","0","7082","1","0","1","0","1","0","NULL","3.69","0","NULL","NULL","NULL","1","0","4","-1","0","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","NULL","0","NULL","0"
"8","2013-03-20 17:50:44","5","219","NULL","NULL","219","32491","3","4.5","1","2.3","0.0516","5.18","6","199.0","0","7082","1","0","1","0","1","0","NULL","4.45","0","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","0","NULL","0"
